title,source,episodes,rating,rank,studio,year,start_season,days_aired,duration_minutes,Genre_Action,Genre_Adventure,Genre_Cars,Genre_Comedy,Genre_Dementia,Genre_Demons,Genre_Drama,Genre_Ecchi,Genre_Fantasy,Genre_Game,Genre_Harem,Genre_Hentai,Genre_Historical,Genre_Horror,Genre_Josei,Genre_Kids,Genre_Magic,Genre_Martial Arts,Genre_Mecha,Genre_Military,Genre_Music,Genre_Mystery,Genre_NA,Genre_Parody,Genre_Police,Genre_Psychological,Genre_Romance,Genre_Samurai,Genre_School,Genre_Sci-Fi,Genre_Seinen,Genre_Shoujo,Genre_Shoujo Ai,Genre_Shounen,Genre_Shounen Ai,Genre_Slice of Life,Genre_Space,Genre_Sports,Genre_Super Power,Genre_Supernatural,Genre_Thriller,Genre_Vampire,Genre_Yaoi,Genre_Yuri,Average Rank of Related,Related_Adaptation,Related_Sequel,Related_Side story,Related_Alternative version,Related_Prequel,Related_Summary,Related_Other,Related_Spin-off,Related_Alternative setting,Related_Character,Related_Parent story,Related_Full story,success
Geragera Boes Monogatari,Other,52,G - All Ages,3073.0,SmallStudio,1987,Spring,358,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4
Greek Roman Sinhwa: Olympus Guardian,Unknown,39,G - All Ages,10277.0,unknown,2002,Winter,233,25.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,5
Oh! Edo Rocket,Other,26,PG-13 - Teens 13 or older,2398.0,Madhouse,2007,Spring,176,24.0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4
PopoloCrois,Game,26,PG - Children,3280.0,TMS Entertainment,2003,Fall,176,23.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3054.0,0,0,0,0,1,0,0,0,0,0,0,0,4
Uragiri wa Boku no Namae wo Shitteiru,Manga,24,R - 17+ (violence & profanity),2091.0,J.C.Staff,2010,Spring,162,23.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2091.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Moetan,Other,12,R+ - Mild Nudity,5569.0,SmallStudio,2007,Summer,78,24.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5414.0,1,0,1,0,0,0,0,0,0,0,0,0,5
Tentai Senshi Sunred,Manga,26,PG-13 - Teens 13 or older,666.0,SmallStudio,2008,Fall,177,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3457.5,1,1,1,0,0,0,0,0,0,1,0,0,4
Brain Powerd,Original,26,PG-13 - Teens 13 or older,6674.0,Sunrise,1998,Spring,218,25.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6674.0,1,0,0,0,0,0,0,0,0,0,0,0,5
Suhoyojeong Michel,Unknown,26,PG - Children,6097.0,unknown,2003,Summer,189,25.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Ashita Tenki ni Naare,Manga,47,G - All Ages,6338.0,SmallStudio,1984,Fall,357,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3169.0,1,0,1,0,0,0,0,0,0,0,0,0,5
Sasami: Mahou Shoujo Club 2,Unknown,13,PG - Children,4164.0,unknown,2006,Fall,99,25.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4602.0,0,0,0,0,1,0,0,0,0,0,0,0,3
Manga Aesop Monogatari (TV),Unknown,52,G - All Ages,11163.0,Nippon Animation,1983,Fall,74,15.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Renai Boukun,Web manga,12,PG-13 - Teens 13 or older,3929.0,SmallStudio,2017,Spring,78,23.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3929.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Yuu☆Yuu☆Hakusho,Manga,112,PG-13 - Teens 13 or older,114.0,Studio Pierrot,1992,Fall,820,24.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2357.625,1,1,3,0,0,2,1,0,0,0,0,0,1
Densetsu no Yuusha no Densetsu,Light novel,24,R - 17+ (violence & profanity),964.0,Zexcs,2010,Summer,169,24.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3188.333333333333,1,0,0,0,0,1,0,0,0,1,0,0,1
Kagewani,Original,13,R - 17+ (violence & profanity),5558.0,SmallStudio,2015,Fall,85,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5483.0,0,1,0,0,0,0,0,0,0,0,0,0,5
Shin Ace wo Nerae!,Manga,25,PG-13 - Teens 13 or older,5654.0,unknown,1978,Fall,169,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2625.333333333333,1,1,0,1,0,0,0,0,0,0,0,0,5
Brave Witches,Original,12,R+ - Mild Nudity,3940.0,Silver Link.,2016,Fall,85,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250.333333333333,1,0,1,0,0,0,0,0,0,0,1,0,4
Dokaben,Unknown,163,PG-13 - Teens 13 or older,6342.0,Nippon Animation,1976,Fall,1177,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6342.0,1,0,0,0,0,0,0,0,0,0,0,0,5
Sabage-bu!,Manga,12,PG-13 - Teens 13 or older,1863.0,SmallStudio,2014,Summer,78,23.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2058.0,1,0,1,0,0,0,0,0,0,0,0,0,1
Otogi Story Tenshi no Shippo,Original,12,PG-13 - Teens 13 or older,5078.0,SmallStudio,2001,Fall,78,22.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4439.25,0,1,1,0,0,0,1,0,0,1,0,0,5
Psycho-Pass 2,Original,11,R - 17+ (violence & profanity),1533.0,Tatsunoko Production,2014,Fall,71,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811.0,1,1,0,0,1,0,0,0,0,0,0,0,1
Nils no Fushigi na Tabi,Novel,52,G - All Ages,3133.0,Studio Pierrot,1980,Winter,435,25.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,4
Working!!!,4-koma manga,13,PG-13 - Teens 13 or older,390.0,A-1 Pictures,2015,Summer,85,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,591.6666666666666,1,1,0,0,1,0,0,0,0,0,0,0,1
Schwarzesmarken,Light novel,12,R - 17+ (violence & profanity),3821.0,SmallStudio,2016,Winter,78,23.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3358.0,1,0,0,0,0,0,0,1,0,0,0,0,4
Super Milk-chan,Unknown,14,R+ - Mild Nudity,7681.0,unknown,1998,Summer,92,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7215.0,0,1,0,0,0,0,0,0,0,0,0,0,5
The Legend of Huainanzi,Other,26,G - All Ages,12418.0,unknown,0,0,0,22.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,5
Yowamushi Pedal: Grande Road,Manga,24,PG-13 - Teens 13 or older,283.0,TMS Entertainment,2014,Fall,176,23.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,906.75,1,1,0,0,1,1,0,0,0,0,0,0,1
Pupa,Manga,12,R - 17+ (violence & profanity),9472.0,Studio Deen,2014,Winter,78,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9472.0,1,0,0,0,0,0,0,0,0,0,0,0,5
Inazma Delivery,Original,10,PG-13 - Teens 13 or older,6220.0,SmallStudio,2016,Winter,64,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5285.5,0,1,0,0,0,0,1,0,0,0,0,0,5
Futari wa Precure: Max Heart,Original,47,G - All Ages,3452.0,Toei Animation,2005,Winter,358,25.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2627.833333333333,1,0,2,0,1,0,2,6,12,0,0,0,3
Hatsukoi Monster,Manga,12,PG-13 - Teens 13 or older,7512.0,Studio Deen,2016,Summer,78,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6596.0,1,0,0,0,0,0,1,0,0,0,0,0,5
Persona 4 the Golden Animation,Game,12,PG-13 - Teens 13 or older,4596.0,A-1 Pictures,2014,Summer,78,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3203.0,0,0,0,1,0,0,1,0,0,0,0,0,4
Elfen Lied,Manga,13,R+ - Mild Nudity,982.0,Arms,2004,Summer,85,25.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1700.0,1,0,1,0,0,0,0,0,0,0,0,0,1
Papillon Rose,Unknown,6,R+ - Mild Nudity,9140.0,unknown,2006,Winter,37,25.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9119.0,0,0,0,0,1,0,0,0,0,0,0,0,5
Genji Monogatari Sennenki,Novel,11,R+ - Mild Nudity,3530.0,SmallStudio,2009,Winter,71,22.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5008.0,0,0,0,1,0,0,0,0,0,0,0,0,3
Tokimeki Memorial: Only Love,Game,25,PG-13 - Teens 13 or older,2984.0,SmallStudio,2006,Fall,183,24.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513.333333333333,1,0,1,0,0,0,0,1,0,0,0,0,2
Inugami-san to Nekoyama-san,4-koma manga,12,PG-13 - Teens 13 or older,4887.0,Seven,2014,Spring,78,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5109.5,1,0,1,0,0,0,0,0,0,0,0,0,4
Kaitou Joker 2nd Season,Manga,13,PG - Children,2309.0,Shin-Ei Animation,2015,Spring,85,24.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3350.0,1,1,0,0,1,0,0,0,0,0,0,0,4
Free!,Original,12,PG-13 - Teens 13 or older,1399.0,SmallStudio,2013,Summer,85,24.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1256.4,0,1,1,1,1,0,1,0,0,0,0,0,1
Mahoutsukai Sally 2,Unknown,88,G - All Ages,5758.0,Toei Animation,1989,Fall,440,20.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3300.25,0,0,2,2,0,0,0,0,0,0,0,0,5
Nerima Daikon Brothers,Unknown,12,R+ - Mild Nudity,1901.0,Studio Hibari,2006,Winter,78,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1901.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Nora to Oujo to Noraneko Heart,Visual novel,11,R+ - Mild Nudity,8495.0,SmallStudio,2017,Summer,78,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5
Gamba no Bouken,Novel,26,G - All Ages,3070.0,SmallStudio,1975,Spring,176,24.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910.25,0,1,0,1,0,1,0,0,0,1,0,0,4
Chou Henshin Cosprayers,Original,8,PG-13 - Teens 13 or older,8991.0,SmallStudio,2004,Winter,50,14.0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6378.0,0,0,2,0,0,0,2,0,0,0,0,0,5
Hanamonogatari,Light novel,5,R - 17+ (violence & profanity),462.0,Shaft,2014,Summer,1,25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.0,1,0,0,0,2,0,0,0,0,0,0,0,1
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,Original,24,PG - Children,2224.0,Toei Animation,2011,Spring,176,25.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4420.5,0,1,0,0,1,0,0,0,0,0,0,0,4
Blood+,Original,50,R - 17+ (violence & profanity),960.0,Production I.G,2005,Fall,351,24.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2512.0,2,0,0,1,0,0,2,0,0,0,0,0,1
Heartcatch Precure!,Original,49,G - All Ages,754.0,Toei Animation,2010,Winter,358,24.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2303.7727272727275,2,0,1,0,0,0,0,5,14,0,0,0,4
Hataraki Man,Manga,11,PG-13 - Teens 13 or older,3205.0,Studio Gallop,2006,Fall,71,21.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3205.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Himitsu no Akko-chan,Unknown,94,G - All Ages,5681.0,Toei Animation,1969,Winter,659,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3980.6666666666665,1,0,0,2,0,0,0,0,0,0,0,0,5
Baku Tech! Bakugan,Unknown,51,PG - Children,6782.0,unknown,2012,Spring,358,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4295.333333333333,1,1,0,0,0,0,1,0,0,0,0,0,5
Gregory Horror Show: The Last Train,Original,26,G - All Ages,5063.0,SmallStudio,2000,Fall,176,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3912.0,0,0,0,0,1,0,0,0,0,0,0,0,5
Future Card Buddyfight Hundred,Card game,50,PG - Children,3670.0,SmallStudio,2015,Spring,351,24.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4202.5,0,1,0,0,1,0,0,0,0,0,0,0,3
Zero no Tsukaima: Futatsuki no Kishi,Light novel,12,PG-13 - Teens 13 or older,1185.0,J.C.Staff,2007,Summer,78,24.0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522.6666666666667,1,1,0,0,1,0,0,0,0,0,0,0,1
One Punch Man,Web manga,12,R - 17+ (violence & profanity),44.0,Madhouse,2015,Fall,78,24.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,407.75,1,1,2,0,0,0,0,0,0,0,0,0,1
Terra Formars,Manga,13,R - 17+ (violence & profanity),3109.0,SmallStudio,2014,Fall,85,24.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3265.333333333333,1,1,0,0,1,0,0,0,0,0,0,0,4
Puchi Pri*Yucie,Original,26,G - All Ages,1584.0,Gainax,2002,Fall,176,25.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Paradise Kiss,Manga,12,R - 17+ (violence & profanity),703.0,Madhouse,2005,Fall,78,24.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1127.0,1,0,0,0,1,0,0,0,0,0,0,0,1
Noobow,Unknown,26,PG - Children,11518.0,unknown,1995,Fall,176,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,5
Asagiri no Miko,Manga,26,PG - Children,6539.0,SmallStudio,2002,Summer,176,12.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,6539.0,1,0,0,0,0,0,0,0,0,0,0,0,5
Seireitsukai no Blade Dance,Light novel,12,PG-13 - Teens 13 or older,3247.0,SmallStudio,2014,Summer,78,23.0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3789.5,1,0,0,0,0,0,1,0,0,0,0,0,4
Taiyou no Ko Esteban,Novel,39,PG-13 - Teens 13 or older,1089.0,Studio Pierrot,1982,Summer,344,27.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4
Major S3,Manga,26,PG-13 - Teens 13 or older,189.0,Studio Hibari,2007,Winter,176,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,136.66666666666666,1,1,0,0,1,0,0,0,0,0,0,0,4
25-sai no Joshikousei,Web manga,12,R+ - Mild Nudity,8362.0,SmallStudio,2018,Winter,78,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,5
Fushigi Mahou Fun Fun Pharmacy,Unknown,48,G - All Ages,4617.0,Toei Animation,1998,Winter,357,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3
Hidamari Sketch,4-koma manga,12,PG-13 - Teens 13 or older,1695.0,Shaft,2007,Winter,78,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,780.5,1,1,0,0,0,1,1,0,0,0,0,0,4
White Album 2,Visual novel,13,PG-13 - Teens 13 or older,730.0,Satelight,2013,Fall,85,23.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3216.5,2,0,1,0,0,0,1,0,0,0,0,0,1
Seton Doubutsuki: Risu no Banner,Unknown,26,G - All Ages,4813.0,Nippon Animation,1979,Spring,176,23.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3964.0,0,0,0,0,0,0,0,0,1,0,0,0,3
Konnichiwa Anne: Before Green Gables,Novel,39,G - All Ages,1299.0,Nippon Animation,2009,Spring,267,20.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,957.0,0,1,0,0,0,0,0,0,0,0,0,0,4
Mashiro-iro Symphony: The Color of Lovers,Visual novel,12,PG-13 - Teens 13 or older,2621.0,SmallStudio,2011,Fall,78,24.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4059.6666666666665,1,0,2,0,0,0,0,0,0,0,0,0,4
Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,Game,12,PG-13 - Teens 13 or older,5607.0,SmallStudio,2014,Spring,78,24.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5607.0,1,0,0,0,0,0,0,0,0,0,0,0,5
Phi Brain: Kami no Puzzle - Orpheus Order-hen,Original,25,PG-13 - Teens 13 or older,2126.0,Sunrise,2012,Spring,169,25.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2313.5,0,1,0,0,1,0,0,0,0,0,0,0,2
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,Light novel,13,PG-13 - Teens 13 or older,2450.0,Diomedea,2012,Summer,85,24.0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,4
Let&#039;s Nupu Nupu,4-koma manga,16,R+ - Mild Nudity,6227.0,SmallStudio,1998,Fall,29,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6227.0,1,0,0,0,0,0,0,0,0,0,0,0,5
Denkou Chou Tokkyuu Hikarian,Unknown,52,G - All Ages,5105.0,unknown,2002,Spring,358,25.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5362.0,0,0,0,0,1,0,0,0,0,0,0,0,5
