title,Average Rank of Related,Related_Adaptation,Related_Sequel,Related_Side story,Related_Alternative version,Related_Prequel,Related_Summary,Related_Other,Related_Spin-off,Related_Alternative setting,Related_Character,Related_Parent story,Related_Full story
Jutaijima,0.0,0,0,0,1,0,0,0,0,0,0,0,0
Ten Little Gall Force,2622.5,0,0,0,0,0,0,1,1,0,0,0,0
Neko Machi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Duel Masters,4648.0,1,1,3,0,0,0,0,1,0,0,0,0
Shokugeki no Souma,641.0,1,1,1,0,0,0,0,0,0,0,0,0
Yoku Wakaru Gendai Mahou: Cruncha Cruncha Cruncha,5500.0,0,0,0,0,0,0,0,0,0,0,1,0
Bakemono no Ko,3004.0,2,0,0,0,0,0,1,0,0,0,0,0
Cheburashka,5509.0,0,0,0,0,0,0,0,0,0,0,1,0
Kujakuou,2390.6666666666665,1,0,0,2,0,0,0,0,0,0,0,0
Kokoro ga Sakebitagatterunda.,2837.0,1,0,0,0,0,0,2,0,0,0,0,0
Servamp: Hai ni Mamireta Shoukei - All the world&#039;s a stage,3187.0,0,0,1,0,0,0,0,0,0,0,0,0
Glass no Usagi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kiba,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Tegamibachi,1344.5,1,1,2,0,0,0,0,0,0,0,0,0
Shin Hakkenden,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Stratos 4 OVA,5438.0,0,1,0,0,1,1,0,0,1,0,0,0
Quanzhi Fashi 2nd Season,1504.0,0,0,0,0,1,0,0,0,0,0,0,0
One Punch Man: Road to Hero,44.0,0,0,0,0,0,0,0,0,0,0,1,0
Manin Densha,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Suisei no Gargantia,2297.8333333333335,2,1,2,0,0,1,0,0,0,0,0,0
Phantom: Requiem for the Phantom Picture Drama,425.0,0,0,0,0,0,0,0,1,0,0,0,0
Kobayashi-san Chi no Maid Dragon Specials,326.0,0,0,0,0,0,0,1,0,0,0,0,0
"Sora no Iro, Mizu no Iro Ero Specials",12919.0,0,0,0,0,0,0,0,0,0,0,1,0
Hyakujitsu no Bara: Jinginaki Nikukyuu-hen,12919.0,0,0,0,0,0,0,0,0,0,0,1,0
Psychic Academy,0.0,1,0,0,0,0,0,0,0,0,0,0,0
InuYasha: Kagami no Naka no Mugenjo,697.0,0,0,0,0,0,0,0,0,0,0,1,0
Maple Colors,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Million Doll,9149.0,1,0,0,0,0,0,0,0,0,0,0,0
Air Master,3192.0,1,0,0,0,0,0,0,0,0,0,0,0
Yareruko! Densha Ecchi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Tenjoubito to Akutobito Saigo no Tatakai,2746.0,0,0,0,0,0,0,0,0,0,0,0,1
K-On!: Live House!,783.0,0,0,0,0,0,0,0,0,0,0,1,0
Gokicha!!,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Ryuusei Sentai Musumet,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ai Shoujo Pollyanna Story,0.0,0,0,0,0,0,1,0,0,0,0,0,0
Imouto Paradise! 2,6459.5,2,1,0,0,1,0,0,0,0,0,0,0
The Rapeman,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Chrno Crusade,2918.5,1,0,1,0,0,0,0,0,0,0,0,0
Bonjour♪Koiaji Pâtisserie,6213.0,1,0,0,0,0,0,0,0,0,0,0,0
One Piece Recap,0.0,0,0,0,0,0,0,0,0,0,0,0,1
F,3736.0,1,0,0,0,0,0,0,0,0,0,0,0
Gokiburi Taisou,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ibara no Ou,3000.0,1,0,0,0,0,0,0,0,0,0,0,0
Dragon Quest: Dai no Daibouken Tachiagare!! Aban no Shito,4610.5,0,1,0,0,1,0,0,0,0,0,0,0
Nanocore 2016 Xinnian Tebie Ban,0.0,0,0,0,0,0,0,2,0,0,0,0,0
Momokuri,2689.0,1,0,0,0,0,0,0,0,0,0,0,0
Bakuretsu Tenshi,1991.5,1,0,0,0,1,0,0,0,0,0,0,0
Utawarerumono OVA,3342.5,0,0,1,0,0,0,0,0,0,0,1,0
Wild Arms: Twilight Venom,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Seiren,1452.0,0,0,0,0,1,0,0,0,0,0,0,0
Free! Movie 1: Timeless Medley - Kizuna,587.0,0,1,0,0,0,0,2,0,0,0,0,0
Kumo no You ni Kaze no You ni,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Joshikousei: Girl&#039;s High,2642.0,1,0,1,0,0,0,0,0,0,0,0,0
Shinreigari: Ghost Hound,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Basilisk: Kouga Ninpou Chou,0.0,1,1,0,0,0,0,0,0,0,0,0,0
Mon-Soni! D&#039;Artagnan no Idol Sengen,6153.5,0,0,0,0,1,0,1,0,0,0,0,0
Nobunaga no Shinobi,3609.3333333333335,1,1,0,0,1,0,0,0,0,0,0,0
Violence Jack: Hell&#039;s Wind-hen,5536.333333333333,1,0,0,0,2,0,0,0,0,0,0,0
Granblue Fantasy The Animation: Kabocha no Lantern,4185.0,0,0,0,0,1,0,0,0,0,0,0,0
Miss Monochrome: The Animation,3583.285714285714,2,1,2,0,0,0,1,0,0,1,0,0
Viper GTS,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Tonkatsu DJ Agetarou,2910.0,1,0,0,0,0,0,0,0,0,0,0,0
Gakuen 2,8612.666666666666,1,1,0,0,1,0,0,0,0,0,0,0
Code:Breaker OVA,3631.0,1,0,0,0,0,0,0,0,0,0,1,0
Houkago no Pleiades: Manner Movie,5574.5,0,0,0,0,0,0,2,0,0,0,0,0
Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,131.5,0,0,0,0,0,0,0,0,0,0,2,0
Tenshi na Konamaiki Specials,1479.0,0,0,0,0,0,0,0,0,0,0,1,0
Cosmo Warrior Zero,3199.5,0,1,0,0,0,0,0,0,0,0,1,0
Gintama.: Porori-hen,746.5,1,1,0,0,1,0,1,0,0,0,0,0
Herlock Saga: Nibelung no Yubiwa,2138.0,1,1,0,0,1,0,0,0,0,0,0,0
Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV),0.0,0,0,0,0,1,0,1,0,0,0,0,0
Chain Chronicle: Short Animation,3485.5,0,2,0,0,0,0,0,0,0,0,0,0
Divergence Eve,6153.0,0,1,0,0,0,0,0,0,0,0,0,0
Panda Kopanda,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kirameki no Kyoudai: Sex Crime,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Offside Girl,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Dragon Collection,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Urusei Yatsura Movie 1: Only You,1010.0,0,0,0,0,0,0,0,0,0,0,1,0
Hiyokoi,2983.5,1,0,0,0,0,0,1,0,0,0,0,0
Asobi ni Iku yo!: Asobi ni Oide - Owari,3939.0,0,0,0,0,0,0,0,0,0,0,1,0
Akaneiro ni Somaru Saka: Hardcore,5096.0,0,0,0,0,0,0,0,0,0,0,1,0
Aldnoah.Zero,2810.6666666666665,1,1,0,0,0,1,0,0,0,0,0,0
Black Clover,4335.5,1,0,0,1,0,0,0,0,0,0,0,0
Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Animation Seisaku Shinkou Kuromi-chan,3555.0,0,1,0,0,0,0,0,0,0,0,0,0
Innocent Venus,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,802.0,0,0,0,0,0,0,0,0,0,0,1,0
Sexy Commando Gaiden: Sugoiyo!! Masaru-san,2673.0,1,0,0,0,0,1,0,0,0,0,0,0
Giovanni no Shima,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Code Geass: Hangyaku no Lelouch R2,1734.7272727272727,2,1,4,2,1,1,0,0,0,0,0,0
Dragon Ball Movie 4: Saikyou e no Michi,2420.0,0,0,0,2,1,0,0,0,0,0,0,0
Shokugeki no Souma: San no Sara,391.0,1,1,0,0,1,0,0,0,0,0,0,0
Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,1967.6666666666667,0,1,0,0,1,0,0,0,0,0,1,0
Yowamushi Pedal: Special Ride,430.0,1,0,0,0,0,0,0,0,0,0,1,0
Zero no Tsukaima F,1512.5,1,0,0,0,1,0,0,0,0,0,0,0
Chiisana Viking Vickie,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Tomoe ga Yuku!,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Kurayami Santa,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Futa-bu!,6459.5,1,1,0,0,0,0,0,0,0,0,0,0
Hakuouki Movie 2: Shikon Soukyuu,908.0,0,0,0,1,1,0,0,0,0,0,0,0
Sakura Taisen: Katsudou Shashin,4703.5,0,1,0,0,1,0,0,0,0,0,0,0
Hibike! Euphonium Movie: Todoketai Melody,124.0,0,0,0,0,0,0,1,0,0,0,0,1
Ginga Nagareboshi Gin,1396.5,1,1,0,0,0,0,0,0,0,0,0,0
Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,916.0,0,0,0,0,0,0,0,0,0,0,1,0
Ou Dorobou Jing,2219.0,1,1,0,0,0,0,0,0,0,0,0,0
Pokemon Best Wishes! Season 2: Decolora Adventure,3663.0,0,1,2,0,1,0,0,0,0,0,0,0
Nurarihyon no Mago: Sennen Makyou Recaps,3233.0,0,0,0,0,1,0,0,0,0,0,0,1
Onegai! Samia Don,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Osomatsu-san 2nd Season,4639.6,0,0,2,0,1,0,2,0,0,0,0,0
Oppai Gakuen Marching Band-bu!,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kuraibito,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball GT,2533.0,0,1,0,0,1,0,0,0,0,0,0,0
Saibi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Mahou no Shiho-chan,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Touka Gettan,7579.333333333333,1,0,0,0,0,0,0,2,0,0,0,0
Meiji Tokyo Renka Movie: Yumihari no Serenade,0.0,0,1,0,0,0,0,1,0,0,0,0,0
Ao Haru Ride,938.5,1,0,1,0,0,0,0,0,0,0,0,0
Aru Machi Kado no Monogatari,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Sidonia no Kishi: Daikyuu Wakusei Seneki,2227.0,2,1,0,0,1,0,0,0,0,0,0,0
ef: A Tale of Memories.,1253.5,1,1,0,0,1,1,0,0,0,0,0,0
Slayers Next,1193.25,1,2,0,0,1,0,0,0,0,0,0,0
Saenai Heroine no Sodatekata ♭,1154.75,1,0,0,0,2,0,1,0,0,0,0,0
RahXephon Interlude: Her and Herself/Thatness and Thereness,1644.0,0,0,0,0,0,0,0,0,0,0,1,0
Rec: Yurusarezarumono,973.5,1,0,0,0,0,0,0,0,0,0,1,0
Vie Durant,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Pokemon Best Wishes! Season 2: Shinsoku no Genosect - Mewtwo Kakusei,3358.25,1,0,0,0,1,0,1,0,0,0,1,0
Arslan Senki (TV) OVA,838.0,0,0,0,0,0,0,0,0,0,0,1,0
Diabolus: Kikoku,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Dorimogu Daa!!,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Occultic;Nine,2721.8333333333335,1,0,0,0,0,0,0,0,5,0,0,0
Chocolate Underground,3305.5,1,0,0,1,0,0,0,0,0,0,0,0
Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,2352.0,0,0,0,0,0,0,0,0,0,0,1,0
Metropolis,1355.0,1,0,0,0,0,0,0,0,0,0,0,0
Spheres,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Hoshi wo Ou Kodomo,531.0,2,0,0,0,0,0,0,0,0,0,0,0
Yuru Yuri,2806.6666666666665,1,1,1,0,0,0,0,0,0,0,0,0
Guilty Crown: 4-koma Gekijou,1016.0,0,0,0,0,0,0,0,0,0,0,1,0
Redline,4728.5,0,0,0,1,0,0,0,0,0,1,0,0
Hitsuji no Uta,6121.0,1,0,0,0,0,0,0,0,0,0,0,0
Uchuu Densetsu Ulysses 31,0.0,0,0,0,1,0,0,0,0,0,0,0,0
Evangelion: 1.0 You Are (Not) Alone,3630.25,0,1,0,1,0,0,2,0,0,0,0,0
Berserk: Ougon Jidai-hen III - Kourin,3316.6666666666665,1,1,0,0,1,0,0,0,0,0,0,0
Sotsugyou M: Ore-tachi no Carnival,0.0,1,0,0,0,0,0,1,0,0,0,0,0
Tennis no Ouji-sama: Zenkoku Taikai-hen,532.6666666666666,1,1,0,0,1,0,0,0,0,0,0,0
Asura,2881.0,1,0,0,0,0,0,0,0,0,0,0,0
Mahou Shoujo Ikusei Keikaku,3085.0,1,0,0,0,0,0,0,0,0,0,0,0
Honobono Log,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Binbou Shimai Monogatari,3829.0,1,0,0,0,0,0,0,0,0,0,0,0
Koukou Butouden Crows,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Hokuto no Ken: Raoh Gaiden Ten no Haoh,300.0,1,0,0,0,0,0,0,0,0,0,1,0
Juuippiki no Neko,7695.0,0,1,0,0,0,0,0,0,0,0,0,0
Kateikyoushi no Oneesan 2 The Animation: H no Hensachi Agechaimasu,6459.5,1,0,0,0,1,0,0,0,0,0,0,0
Garakuta-doori no Stain: Epilogue,3948.0,0,0,0,0,0,0,1,0,0,0,0,0
Renkin San-kyuu Magical? Pokaan Specials,3317.0,0,0,0,0,0,0,0,0,0,0,1,0
High School Mystery: Gakuen Nanafushigi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Feng Yun Jue,0.0,1,0,0,1,0,0,0,0,0,0,0,0
ACCA: 13-ku Kansatsu-ka Specials,1027.0,0,0,0,0,0,0,0,0,0,0,1,0
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,489.0,0,0,0,0,0,0,0,0,0,0,1,0
Antinotice,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Free!: Eternal Summer – Kindan no All Hard!,777.0,0,0,0,0,0,0,0,0,0,0,1,0
Senjou no Valkyria: SenVal Theater,1086.0,0,0,0,0,0,0,0,0,0,0,1,0
Kanojo to Kanojo no Neko,1397.0,1,0,0,1,0,0,0,0,0,0,0,0
Saber Marionette J Again,2220.25,1,1,0,1,1,0,0,0,0,0,0,0
Hashi no Mukou,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Jikuu Tenshou Nazca,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Nananin no Ayakashi: Chimi Chimi Mouryou!! Gendai Monogatari,0.0,0,0,0,0,0,0,0,0,0,0,0,0
There She Is!!,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Chouja Raideen,4779.0,0,0,0,0,0,0,0,2,0,0,0,0
Keibiin,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Majokko Tsukune-chan,4500.0,1,0,0,0,0,0,0,0,0,0,0,0
Gegege no Kitarou: Youkai Daisensou,4442.0,0,0,0,0,0,0,0,0,0,0,1,0
Ajin Part 1: Shoudou,1345.3333333333333,1,1,0,1,0,0,0,0,0,0,0,0
Hanamaru Youchien: Panda Neko Taisou,2018.0,0,0,0,0,0,0,0,0,0,0,1,0
K,68.9090909090909,9,1,0,0,0,0,1,0,0,0,0,0
Hello Kitty no Minna no Tanoshii Natsuyasumi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"Flanders no Inu, Boku no Patrasche",1767.0,0,0,0,1,0,0,0,0,0,0,0,0
Area 88 (TV),1236.0,1,0,0,1,0,0,0,0,0,0,0,0
Boku wa Tomodachi ga Sukunai Next,1716.0,1,0,0,0,1,0,0,0,0,0,0,0
Galerians: Rion,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Suit Gundam: Twilight Axis,1128.75,1,1,0,0,1,1,0,0,0,0,0,0
Muteki Kanban Musume,2861.0,1,0,0,0,0,0,0,0,0,0,0,0
Jinki:Extend,6541.5,1,0,1,0,0,0,0,0,0,0,0,0
Mahou Sensou,6873.0,1,0,0,0,0,0,0,0,0,0,0,0
Arcana Famiglia,1914.5,1,0,1,0,0,0,0,0,0,0,0,0
Kariage-kun,10781.0,1,0,0,0,0,0,0,0,0,0,0,0
Toilet no Kamisama,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Suit Gundam ZZ,1917.857142857143,2,1,1,0,1,2,0,0,0,0,0,0
Maria-sama ga Miteru: Haru,1516.0,1,1,1,0,1,0,0,0,0,0,0,0
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,664.5,0,1,0,0,1,0,0,0,0,0,0,0
Taiho Shichau zo in America,1612.3333333333333,1,0,0,0,0,0,0,2,0,0,0,0
Pokemon: Pichu to Pikachu,2460.5,0,0,0,0,0,0,1,0,0,0,1,0
Shakugan no Shana II (Second) Specials,2518.3333333333335,0,1,0,0,1,0,0,1,0,0,0,0
Sakamoto desu ga? Special,1156.0,1,0,0,0,0,0,0,0,0,0,1,0
Gyakuten Majo Saiban: Chijo na Majo ni Sabakarechau The Animation,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Koutetsujou no Kabaneri,1720.5,3,1,0,0,0,2,0,0,0,0,0,0
Heartwork: Symphony of Destruction,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Mekakucity Actors,2266.4545454545455,1,1,0,3,0,0,6,0,0,0,0,0
Vampire Hunter,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kingdom of Chaos: Born to Kill,0.0,0,0,0,0,0,0,0,0,0,0,0,0
The iDOLM@STER Prologue SideM: Episode of Jupiter,1500.5,0,1,0,0,0,0,0,0,1,0,0,0
Shintaisou: Kari,12919.0,1,1,0,0,0,0,0,0,0,0,0,0
Watashi no Coffee Samurai: Jihanki-teki na Kareshi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Shiiba-san no Ura no Kao. with Imouto Lip,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Loveless Specials,3168.0,0,0,0,0,0,0,0,0,0,0,1,0
Genmu Senki Leda,0.0,0,0,0,0,0,0,0,0,0,0,0,0
City Hunter: Goodbye My Sweetheart,1527.0,0,1,0,0,1,0,0,0,0,0,0,0
Black Bullet,4458.5,1,0,0,0,0,0,0,0,0,1,0,0
Brothers Conflict OVA,5542.0,1,0,0,0,0,0,0,0,0,0,1,0
Hyouka: Motsubeki Mono wa,372.0,0,0,0,0,0,0,0,0,0,0,1,0
Mobile Suit Gundam SEED Special Edition,744.0,0,0,0,0,0,0,0,0,0,0,0,1
Nessa no Wakusei,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Mahoromatic: I&#039;m Home!,1310.0,1,0,0,0,0,0,0,0,0,0,1,0
Nanako Kaitai Shinsho,0.0,0,0,0,0,0,0,0,0,0,0,0,0
InuYasha: Toki wo Koeru Omoi,697.0,0,0,0,0,0,0,0,0,0,0,1,0
Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Gingitsune,2717.0,1,0,0,0,0,0,0,0,0,0,0,0
Kiniro no Corda: Secondo Passo,1273.0,0,0,0,0,1,0,0,0,0,0,0,0
Norn9: Norn+Nonet Recap,4854.0,0,0,0,0,0,0,0,0,0,0,0,1
Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,1556.5,0,1,0,0,0,0,0,0,0,0,1,0
A-Ko The Versus,3613.0,0,0,0,1,0,0,0,0,0,0,0,0
Monster,2320.0,1,0,0,0,0,1,0,0,0,0,0,0
Shusaku Replay,12919.0,0,1,0,0,1,0,0,0,0,0,0,0
Yoake Tsugeru Lu no Uta,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Gegege no Kitarou (1968 Movie),3453.0,0,0,0,1,0,0,0,0,0,0,0,0
Dragon&#039;s Heaven,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! Special: Konoha Annual Sports Festival,2934.0,0,0,0,0,0,0,0,0,0,0,1,0
Master of Epic: The Animation Age,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Classroom☆Crisis Special,3148.0,0,0,0,0,0,0,0,0,0,0,1,0
City Hunter: Bay City Wars,1163.0,0,0,0,0,1,0,0,0,0,0,1,0
Macross F,1863.2307692307693,2,1,1,4,1,0,3,1,0,0,0,0
Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,1623.0,0,0,0,0,0,0,1,0,0,0,0,0
Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,1311.0,0,0,0,0,0,0,1,0,0,0,0,0
Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Dongguo Xiaojie,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Oppai no Ouja 48,12919.0,1,0,0,0,0,0,0,0,0,0,0,0
Rosario to Vampire Capu2,3344.0,0,0,0,0,1,0,0,0,0,0,0,0
Iinari! Saimin Kanojo,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Kimagure Orange☆Road: Tanabata Special,1169.0,0,0,0,0,0,0,0,0,0,0,0,1
Toaru Hikuushi e no Koiuta,1836.0,1,0,0,0,0,0,0,1,0,0,0,0
Isekai wa Smartphone to Tomo ni.,4320.0,1,0,0,0,0,0,0,0,0,0,0,0
Nyuru Nyuru!! Kakusen-kun,0.0,0,1,0,0,0,0,0,0,0,0,0,0
Fumoon,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Grisaia no Meikyuu Special,2354.0,0,1,0,0,1,0,0,0,0,0,1,0
Nanbaka,2429.0,1,1,0,0,0,0,1,0,0,0,0,0
Hidan no Aria AA,4688.5,1,0,0,0,0,0,0,0,0,0,1,0
GA: Geijutsuka Art Design Class,2864.5,1,0,1,0,0,0,0,0,0,0,0,0
Blade of the Immortal,3899.0,1,0,0,0,0,0,0,0,0,0,0,0
Hyakki,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Rumiko Takahashi Anthology,1029.3333333333333,2,1,0,0,0,0,0,0,0,0,0,0
Avengers Confidential: Black Widow to Punisher,8172.666666666667,0,0,0,0,0,0,1,0,2,0,0,0
eX-Driver the Movie,2070.5,0,0,1,0,1,0,0,0,0,0,0,0
Variable Geo,12919.0,0,0,0,0,0,0,0,0,1,0,0,0
Zettai Karen Children Gentei Kaikin!! OVA Chou Sakidori Special!!,1916.0,0,0,0,0,0,0,0,0,0,0,0,1
Ochou Fujin no Gensou,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Jigoku Shoujo: Yoi no Togi,993.0,0,0,0,0,1,0,0,0,0,0,0,0
Kiteretsu Daihyakka,5070.0,1,0,0,0,0,0,0,0,0,0,0,0
Prism Magical: Prism Generations!,5424.0,0,0,0,1,0,0,0,0,0,0,0,0
Netorare Fighter Yaricchingu!,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ping Pong The Animation,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Digimon Universe: Appli Monsters,2560.5,1,0,0,0,0,0,1,0,0,0,0,0
Little Witch Academia: Mahoujikake no Parade,501.5,0,0,0,0,1,0,1,0,0,0,0,0
Gunslinger Stratos: The Animation,6813.333333333333,0,0,0,3,0,0,0,0,0,0,0,0
Seikimatsu Occult Gakuin Specials,3140.0,0,0,0,0,0,0,0,0,0,0,1,0
Tales of Symphonia The Animation: Sekai Tougou-hen Specials,1393.0,0,0,0,0,0,0,0,0,0,0,1,0
Iyashite Agerun Saiyuuki,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Tsukiuta. The Animation,2340.5,0,0,0,2,0,0,0,0,0,0,0,0
Tsukumo,5174.0,0,0,0,0,0,0,4,0,0,0,0,0
Maria†Holic: Run Run Riru Ran Ran Rara,3417.0,0,0,0,0,0,0,1,0,0,0,0,0
Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,1530.0,0,0,0,0,0,0,0,0,0,0,1,0
Shounen Maid Kuuro-kun: Tenshi no Uta,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Fate/Grand Order: First Order,3362.0,0,0,0,0,0,0,3,0,1,0,0,0
Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,2377.0,1,0,0,0,1,0,0,0,0,0,0,0
Musashi no Ken,2246.0,1,0,0,0,0,0,0,0,0,0,0,0
Chibi Maruko-chan Movie,891.0,0,0,0,0,0,0,0,0,0,0,1,0
Cardfight!! Vanguard,2041.3333333333333,1,1,0,1,0,0,3,0,0,0,0,0
Ramen Daisuki Koizumi-san,5618.0,1,0,0,0,0,0,0,0,0,0,0,0
Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,2233.0,1,0,0,0,0,0,0,0,0,0,1,0
Seto no Hanayome OVA,965.0,1,0,0,0,1,0,0,1,0,0,0,0
Ao no Exorcist: Kuro no Iede,823.0,0,0,0,0,0,0,0,0,0,0,1,0
Kyoushoku Soukou Guyver (1989),4299.75,1,1,0,2,0,0,0,0,0,0,0,0
Tokusou Kihei Dorvack,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Sakamichi no Apollon,145.0,1,0,0,0,0,0,0,0,0,0,0,0
Kyoushirou to Towa no Sora,4510.0,1,0,1,0,0,0,1,0,0,0,0,0
Karen,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Otome Nadeshiko Koi Techou,7402.0,1,0,0,0,0,0,0,0,0,0,0,0
Kikou Sennyo Rouran,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost Messenger,0.0,0,0,1,0,0,0,0,0,0,0,0,0
Nora,0.0,1,1,0,0,0,0,0,0,0,0,0,0
Fate/Zero: Onegai! Einzbern Soudanshitsu,96.5,0,0,0,0,0,0,0,0,0,0,2,0
Pokemon: The Origin,1946.0,0,0,0,0,0,0,0,0,1,0,0,0
Gall Force 2: Destruction,5346.0,0,1,0,0,1,0,0,0,0,0,0,0
Yong Zhe Da Mao Xian 2nd Season,12768.0,0,0,0,0,1,0,0,0,0,0,0,0
Lupin III,2070.625,1,1,35,1,1,0,6,1,0,2,0,0
Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase,8612.666666666666,1,1,0,1,0,0,0,0,0,0,0,0
Takunomi.,6052.0,1,0,0,0,0,0,0,0,0,0,0,0
Digital Devil Story: Megami Tensei,4110.0,1,0,0,0,0,0,0,0,1,0,0,0
Midnight Eye: Gokuu,3042.5,1,1,0,0,0,0,0,0,0,0,0,0
Gokinjo Monogatari the Movie,1551.0,0,0,0,1,0,0,0,0,0,0,0,0
Ace wo Nerae! 2,3731.0,1,1,0,0,1,0,0,0,0,0,0,0
Grappler Baki (TV),2397.75,1,2,0,1,0,0,0,0,0,0,0,0
Cinderella Express,7722.0,1,0,0,0,0,0,0,0,0,0,0,0
Genei wo Kakeru Taiyou: Fumikomenai Kokoro,5637.0,0,1,0,0,0,0,0,0,0,0,0,0
Meat or Die,0.0,0,0,0,0,1,0,0,0,0,0,0,0
Ga-Rei: Zero,2540.5,1,0,0,0,0,0,0,0,0,1,0,0
Honey Honey no Suteki na Bouken,5329.0,1,0,0,0,0,0,0,0,0,0,0,0
